,Unnamed: 0,field,section,coverage,classifier,divergent,precision,recall,f1-score,train (Si/No),test (Si/No),pred Si/No,index-feat.comb.,num-features,cand,co-au,cand_comm,comm_cand,BC,CC,cand_other,other_cand,books,articles,other_pubbs,I1,I2,I3,support
63857,63857,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1066,8,X,,X,X,,X,X,X,,,,,X,X,34.0
63898,63898,13-D4,2,ABC,svm_0.02,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),1066,8,X,,X,X,,X,X,X,,,,,X,X,60.0
64037,64037,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1069,8,X,,X,X,,X,X,,X,X,,,X,,34.0
64174,64174,13-D4,1,A,decisionTree,False,0.7889546351084814,0.7179487179487181,0.7112019763182553,73 (35/38),39 (22/17),(13/26),1071,8,X,,X,X,,X,X,,X,,X,X,,,39.0
64216,64216,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1072,8,X,,X,X,,X,X,,X,,X,,X,,34.0
64217,64217,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),1072,8,X,,X,X,,X,X,,X,,X,,X,,34.0
64335,64335,10-G1,2,A,svm_1,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1074,8,X,,X,X,,X,X,,X,,,X,X,,34.0
64336,64336,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1074,8,X,,X,X,,X,X,,X,,,X,X,,34.0
64816,64816,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1082,8,X,,X,X,,X,X,,,X,,,X,X,34.0
64817,64817,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1082,8,X,,X,X,,X,X,,,X,,,X,X,34.0
64877,64877,10-G1,2,A,svm_0.1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),1083,8,X,,X,X,,X,X,,,,X,X,X,,34.0
64954,64954,13-D4,1,A,decisionTree,False,0.7889546351084814,0.7179487179487181,0.7112019763182553,73 (35/38),39 (22/17),(13/26),1084,8,X,,X,X,,X,X,,,,X,X,,X,39.0
64995,64995,10-G1,2,A,svm_1,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1085,8,X,,X,X,,X,X,,,,X,,X,X,34.0
64996,64996,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1085,8,X,,X,X,,X,X,,,,X,,X,X,34.0
64997,64997,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1085,8,X,,X,X,,X,X,,,,X,,X,X,34.0
65055,65055,10-G1,2,A,svm_1,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1086,8,X,,X,X,,X,X,,,,,X,X,X,34.0
65056,65056,10-G1,2,A,svm_0.5,False,0.7616892911010558,0.7352941176470589,0.7318324016616237,14 (8/6),34 (16/18),(21/13),1086,8,X,,X,X,,X,X,,,,,X,X,X,34.0
65057,65057,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1086,8,X,,X,X,,X,X,,,,,X,X,X,34.0
65656,65656,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),1096,8,X,,X,X,,X,,X,X,,,,X,X,34.0
66319,66319,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),1107,8,X,,X,X,,X,,,X,X,X,X,,,34.0
66739,66739,10-G1,2,A,decisionTree,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1114,8,X,,X,X,,X,,,X,,X,X,,X,34.0
66979,66979,10-G1,2,A,decisionTree,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1118,8,X,,X,X,,X,,,,X,X,X,,X,34.0
70263,70263,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1173,8,X,,X,X,,,,,X,X,X,X,,X,14.0
70910,70910,13-D4,2,AB,svm_1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),1183,8,X,,X,,X,X,X,X,,X,X,,,,58.0
70911,70911,13-D4,2,AB,svm_0.5,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),1183,8,X,,X,,X,X,X,X,,X,X,,,,58.0
70965,70965,13-D4,2,A,svm_1,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1184,8,X,,X,,X,X,X,X,,X,,X,,,55.0
70966,70966,13-D4,2,A,svm_0.5,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1184,8,X,,X,,X,X,X,X,,X,,X,,,55.0
70967,70967,13-D4,2,A,svm_0.1,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1184,8,X,,X,,X,X,X,X,,X,,X,,,55.0
70968,70968,13-D4,2,A,svm_0.02,False,0.7444976076555023,0.7454545454545455,0.7408199643493759,104 (53/51),55 (23/32),(19/36),1184,8,X,,X,,X,X,X,X,,X,,X,,,55.0
71085,71085,13-D4,2,A,svm_1,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1186,8,X,,X,,X,X,X,X,,X,,,,X,55.0
71145,71145,13-D4,2,A,svm_1,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1187,8,X,,X,,X,X,X,X,,,X,X,,,55.0
71146,71146,13-D4,2,A,svm_0.5,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1187,8,X,,X,,X,X,X,X,,,X,X,,,55.0
71568,71568,13-D4,2,A,svm_0.02,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),1194,8,X,,X,,X,X,X,,X,X,,X,,,55.0
72347,72347,13-D4,2,A,svm_0.1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1207,8,X,,X,,X,X,X,,,X,,X,,X,55.0
72348,72348,13-D4,2,A,svm_0.02,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),1207,8,X,,X,,X,X,X,,,X,,X,,X,55.0
73879,73879,10-G1,2,A,decisionTree,False,0.7370242214532872,0.7352941176470589,0.7355233002291826,14 (8/6),34 (16/18),(17/17),1233,8,X,,X,,X,X,,,X,X,X,X,,,34.0
74163,74163,10-G1,1,A,svm_0.02,False,0.8412698412698413,0.7142857142857143,0.7142857142857143,9 (7/2),14 (5/9),(9/5),1238,8,X,,X,,X,X,,,X,X,,,X,X,14.0
74813,74813,13-D4,2,AB,svm_0.02,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1248,8,X,,X,,X,,X,X,X,X,X,,,,58.0
74867,74867,13-D4,2,A,svm_0.1,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1249,8,X,,X,,X,,X,X,X,X,,X,,,55.0
74868,74868,13-D4,2,A,svm_0.02,False,0.7444976076555023,0.7454545454545455,0.7408199643493759,104 (53/51),55 (23/32),(19/36),1249,8,X,,X,,X,,X,X,X,X,,X,,,55.0
74871,74871,13-D4,2,AB,svm_0.5,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1249,8,X,,X,,X,,X,X,X,X,,X,,,58.0
74872,74872,13-D4,2,AB,svm_0.1,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),1249,8,X,,X,,X,,X,X,X,X,,X,,,58.0
74873,74873,13-D4,2,AB,svm_0.02,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),1249,8,X,,X,,X,,X,X,X,X,,X,,,58.0
74990,74990,13-D4,2,AB,svm_1,False,0.7217868338557993,0.7241379310344828,0.7220818162347399,107 (53/54),58 (24/34),(22/36),1251,8,X,,X,,X,,X,X,X,X,,,,X,58.0
75167,75167,13-D4,2,A,svm_0.1,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1254,8,X,,X,,X,,X,X,X,,X,,,X,55.0
75405,75405,13-D4,2,A,svm_1,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1258,8,X,,X,,X,,X,X,,X,X,X,,,55.0
75406,75406,13-D4,2,A,svm_0.5,False,0.7063264221158957,0.7090909090909091,0.7037942449707156,104 (53/51),55 (23/32),(19/36),1258,8,X,,X,,X,,X,X,,X,X,X,,,55.0
75408,75408,13-D4,2,A,svm_0.02,False,0.7265902265902265,0.7272727272727273,0.7205244384459655,104 (53/51),55 (23/32),(18/37),1258,8,X,,X,,X,,X,X,,X,X,X,,,55.0
75410,75410,13-D4,2,AB,svm_1,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),1258,8,X,,X,,X,,X,X,,X,X,X,,,58.0
75411,75411,13-D4,2,AB,svm_0.5,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),1258,8,X,,X,,X,,X,X,,X,X,X,,,58.0
75645,75645,13-D4,2,A,svm_1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1262,8,X,,X,,X,,X,X,,X,,X,,X,55.0
75646,75646,13-D4,2,A,svm_0.5,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1262,8,X,,X,,X,,X,X,,X,,X,,X,55.0
75647,75647,13-D4,2,A,svm_0.1,False,0.7444976076555023,0.7454545454545455,0.7408199643493759,104 (53/51),55 (23/32),(19/36),1262,8,X,,X,,X,,X,X,,X,,X,,X,55.0
75648,75648,13-D4,2,A,svm_0.02,False,0.7444976076555023,0.7454545454545455,0.7408199643493759,104 (53/51),55 (23/32),(19/36),1262,8,X,,X,,X,,X,X,,X,,X,,X,55.0
75652,75652,13-D4,2,AB,svm_0.1,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),1262,8,X,,X,,X,,X,X,,X,,X,,X,58.0
75653,75653,13-D4,2,AB,svm_0.02,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),1262,8,X,,X,,X,,X,X,,X,,X,,X,58.0
76013,76013,13-D4,2,AB,svm_0.02,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1268,8,X,,X,,X,,X,,X,X,X,X,,,58.0
76247,76247,13-D4,2,A,svm_0.1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1272,8,X,,X,,X,,X,,X,X,,X,,X,55.0
76248,76248,13-D4,2,A,svm_0.02,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),1272,8,X,,X,,X,,X,,X,X,,X,,X,55.0
76250,76250,13-D4,2,AB,svm_1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),1272,8,X,,X,,X,,X,,X,X,,X,,X,58.0
76251,76251,13-D4,2,AB,svm_0.5,False,0.7217868338557993,0.7241379310344828,0.7220818162347399,107 (53/54),58 (24/34),(22/36),1272,8,X,,X,,X,,X,,X,X,,X,,X,58.0
76252,76252,13-D4,2,AB,svm_0.1,False,0.7053330477618334,0.7068965517241379,0.7059023679649538,107 (53/54),58 (24/34),(23/35),1272,8,X,,X,,X,,X,,X,X,,X,,X,58.0
76255,76255,13-D4,2,ABC,svm_1,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),1272,8,X,,X,,X,,X,,X,X,,X,,X,60.0
76256,76256,13-D4,2,ABC,svm_0.5,False,0.7149236192714454,0.7166666666666667,0.71559312153891,108 (53/55),60 (24/36),(23/37),1272,8,X,,X,,X,,X,,X,X,,X,,X,60.0
76605,76605,13-D4,2,A,svm_1,False,0.7090909090909091,0.7090909090909091,0.7090909090909091,104 (53/51),55 (23/32),(23/32),1278,8,X,,X,,X,,X,,,X,X,X,X,,55.0
76606,76606,13-D4,2,A,svm_0.5,False,0.7090909090909091,0.7090909090909091,0.7090909090909091,104 (53/51),55 (23/32),(23/32),1278,8,X,,X,,X,,X,,,X,X,X,X,,55.0
76607,76607,13-D4,2,A,svm_0.1,False,0.7090909090909091,0.7090909090909091,0.7090909090909091,104 (53/51),55 (23/32),(23/32),1278,8,X,,X,,X,,X,,,X,X,X,X,,55.0
76673,76673,13-D4,2,AB,svm_0.02,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1279,8,X,,X,,X,,X,,,X,X,X,,X,58.0
78394,78394,13-D4,1,A,decisionTree,False,0.7889546351084814,0.7179487179487181,0.7112019763182553,73 (35/38),39 (22/17),(13/26),1308,8,X,,X,,,X,X,X,X,,X,X,,,39.0
78437,78437,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),1309,8,X,,X,,,X,X,X,X,,X,,X,,34.0
78585,78585,13-D4,2,A,svm_1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1311,8,X,,X,,,X,X,X,X,,,X,X,,55.0
78586,78586,13-D4,2,A,svm_0.5,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1311,8,X,,X,,,X,X,X,X,,,X,X,,55.0
79078,79078,13-D4,2,ABC,svm_0.02,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),1319,8,X,,X,,,X,X,X,,X,,,X,X,60.0
79125,79125,13-D4,2,A,svm_1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1320,8,X,,X,,,X,X,X,,,X,X,X,,55.0
79126,79126,13-D4,2,A,svm_0.5,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1320,8,X,,X,,,X,X,X,,,X,X,X,,55.0
79130,79130,13-D4,2,AB,svm_1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1320,8,X,,X,,,X,X,X,,,X,X,X,,58.0
79131,79131,13-D4,2,AB,svm_0.5,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1320,8,X,,X,,,X,X,X,,,X,X,X,,58.0
79257,79257,13-D4,2,ABC,svm_0.1,False,0.7127086007702182,0.7166666666666667,0.7093929326487466,108 (53/55),60 (24/36),(19/41),1322,8,X,,X,,,X,X,X,,,X,,X,X,60.0
79305,79305,13-D4,2,A,svm_1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1323,8,X,,X,,,X,X,X,,,,X,X,X,55.0
79306,79306,13-D4,2,A,svm_0.5,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1323,8,X,,X,,,X,X,X,,,,X,X,X,55.0
79310,79310,13-D4,2,AB,svm_1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1323,8,X,,X,,,X,X,X,,,,X,X,X,58.0
79311,79311,13-D4,2,AB,svm_0.5,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1323,8,X,,X,,,X,X,X,,,,X,X,X,58.0
79395,79395,10-G1,2,A,svm_1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),1325,8,X,,X,,,X,X,,X,X,X,,X,,34.0
79396,79396,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),1325,8,X,,X,,,X,X,,X,X,X,,X,,34.0
79397,79397,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1325,8,X,,X,,,X,X,,X,X,X,,X,,34.0
79515,79515,10-G1,2,A,svm_1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),1327,8,X,,X,,,X,X,,X,X,,X,X,,34.0
79516,79516,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),1327,8,X,,X,,,X,X,,X,X,,X,X,,34.0
79517,79517,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1327,8,X,,X,,,X,X,,X,X,,X,X,,34.0
79637,79637,10-G1,2,A,svm_0.1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),1329,8,X,,X,,,X,X,,X,X,,,X,X,34.0
79697,79697,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),1330,8,X,,X,,,X,X,,X,,X,X,X,,34.0
79816,79816,10-G1,2,A,svm_0.5,False,0.7831932773109243,0.7647058823529411,0.7630718954248366,14 (8/6),34 (16/18),(20/14),1332,8,X,,X,,,X,X,,X,,X,,X,X,34.0
79820,79820,10-G1,2,AB,svm_1,False,0.7932330827067668,0.7307692307692307,0.7156250000000001,20 (10/10),52 (26/26),(38/14),1332,8,X,,X,,,X,X,,X,,X,,X,X,52.0
79876,79876,10-G1,2,A,svm_0.5,False,0.7831932773109243,0.7647058823529411,0.7630718954248366,14 (8/6),34 (16/18),(20/14),1333,8,X,,X,,,X,X,,X,,,X,X,X,34.0
79877,79877,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),1333,8,X,,X,,,X,X,,X,,,X,X,X,34.0
79937,79937,10-G1,2,A,svm_0.1,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),1334,8,X,,X,,,X,X,,,X,X,X,X,,34.0
80057,80057,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1336,8,X,,X,,,X,X,,,X,X,,X,X,34.0
80115,80115,10-G1,2,A,svm_1,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),1337,8,X,,X,,,X,X,,,X,,X,X,X,34.0
80116,80116,10-G1,2,A,svm_0.5,False,0.7881887933038828,0.7352941176470589,0.7271025120923701,14 (8/6),34 (16/18),(23/11),1337,8,X,,X,,,X,X,,,X,,X,X,X,34.0
80117,80117,10-G1,2,A,svm_0.1,False,0.7455108359133127,0.7352941176470589,0.7346065699006876,14 (8/6),34 (16/18),(19/15),1337,8,X,,X,,,X,X,,,X,,X,X,X,34.0
80177,80177,10-G1,2,A,svm_0.1,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),1338,8,X,,X,,,X,X,,,,X,X,X,X,34.0
81199,81199,10-G1,2,A,decisionTree,False,0.7107843137254901,0.7058823529411765,0.7058823529411765,14 (8/6),34 (16/18),(18/16),1355,8,X,,X,,,X,,,X,X,X,X,,X,34.0
81593,81593,13-D4,2,AB,svm_0.02,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1361,8,X,,X,,,,X,X,X,X,X,,X,,58.0
81885,81885,13-D4,2,A,svm_1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1366,8,X,,X,,,,X,X,X,,X,X,X,,55.0
81886,81886,13-D4,2,A,svm_0.5,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1366,8,X,,X,,,,X,X,X,,X,X,X,,55.0
81887,81887,13-D4,2,A,svm_0.1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1366,8,X,,X,,,,X,X,X,,X,X,X,,55.0
81890,81890,13-D4,2,AB,svm_1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1366,8,X,,X,,,,X,X,X,,X,X,X,,58.0
81891,81891,13-D4,2,AB,svm_0.5,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1366,8,X,,X,,,,X,X,X,,X,X,X,,58.0
81892,81892,13-D4,2,AB,svm_0.1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1366,8,X,,X,,,,X,X,X,,X,X,X,,58.0
81895,81895,13-D4,2,ABC,svm_1,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),1366,8,X,,X,,,,X,X,X,,X,X,X,,60.0
81896,81896,13-D4,2,ABC,svm_0.5,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),1366,8,X,,X,,,,X,X,X,,X,X,X,,60.0
81897,81897,13-D4,2,ABC,svm_0.1,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),1366,8,X,,X,,,,X,X,X,,X,X,X,,60.0
82008,82008,13-D4,2,A,svm_0.02,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1368,8,X,,X,,,,X,X,X,,X,,X,X,55.0
82013,82013,13-D4,2,AB,svm_0.02,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1368,8,X,,X,,,,X,X,X,,X,,X,X,58.0
82065,82065,13-D4,2,A,svm_1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1369,8,X,,X,,,,X,X,X,,,X,X,X,55.0
82066,82066,13-D4,2,A,svm_0.5,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1369,8,X,,X,,,,X,X,X,,,X,X,X,55.0
82067,82067,13-D4,2,A,svm_0.1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1369,8,X,,X,,,,X,X,X,,,X,X,X,55.0
82070,82070,13-D4,2,AB,svm_1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1369,8,X,,X,,,,X,X,X,,,X,X,X,58.0
82071,82071,13-D4,2,AB,svm_0.5,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1369,8,X,,X,,,,X,X,X,,,X,X,X,58.0
82072,82072,13-D4,2,AB,svm_0.1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1369,8,X,,X,,,,X,X,X,,,X,X,X,58.0
82075,82075,13-D4,2,ABC,svm_1,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),1369,8,X,,X,,,,X,X,X,,,X,X,X,60.0
82076,82076,13-D4,2,ABC,svm_0.5,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),1369,8,X,,X,,,,X,X,X,,,X,X,X,60.0
82077,82077,13-D4,2,ABC,svm_0.1,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),1369,8,X,,X,,,,X,X,X,,,X,X,X,60.0
82253,82253,13-D4,2,AB,svm_0.02,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1372,8,X,,X,,,,X,X,,X,X,,X,X,58.0
82365,82365,13-D4,2,A,svm_1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1374,8,X,,X,,,,X,X,,,X,X,X,X,55.0
82366,82366,13-D4,2,A,svm_0.5,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1374,8,X,,X,,,,X,X,,,X,X,X,X,55.0
82367,82367,13-D4,2,A,svm_0.1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1374,8,X,,X,,,,X,X,,,X,X,X,X,55.0
82370,82370,13-D4,2,AB,svm_1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1374,8,X,,X,,,,X,X,,,X,X,X,X,58.0
82371,82371,13-D4,2,AB,svm_0.5,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1374,8,X,,X,,,,X,X,,,X,X,X,X,58.0
82372,82372,13-D4,2,AB,svm_0.1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1374,8,X,,X,,,,X,X,,,X,X,X,X,58.0
82375,82375,13-D4,2,ABC,svm_1,False,0.7049773755656108,0.7,0.7017142857142856,108 (53/55),60 (24/36),(26/34),1374,8,X,,X,,,,X,X,,,X,X,X,X,60.0
82376,82376,13-D4,2,ABC,svm_0.5,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),1374,8,X,,X,,,,X,X,,,X,X,X,X,60.0
82377,82377,13-D4,2,ABC,svm_0.1,False,0.7128205128205128,0.7166666666666667,0.7128888888888891,108 (53/55),60 (24/36),(21/39),1374,8,X,,X,,,,X,X,,,X,X,X,X,60.0
83027,83027,13-D4,2,A,svm_0.1,False,0.7065953654188948,0.7090909090909091,0.7068870523415979,104 (53/51),55 (23/32),(21/34),1385,8,X,,X,,,,,X,X,,X,X,X,X,55.0
83512,83512,13-D4,2,AB,svm_0.1,False,0.7036346691519104,0.7068965517241379,0.7033187631536344,107 (53/54),58 (24/34),(21/37),1393,8,X,,,X,X,X,X,X,,X,X,,,,58.0
83573,83573,13-D4,2,AB,svm_0.02,False,0.7215970961887477,0.7241379310344828,0.7192615813305471,107 (53/54),58 (24/34),(20/38),1394,8,X,,,X,X,X,X,X,,X,,X,,,58.0
84138,84138,10-G1,2,A,svm_0.02,False,0.7218487394957984,0.7058823529411765,0.7038398692810458,14 (8/6),34 (16/18),(20/14),1404,8,X,,,X,X,X,X,,X,X,,X,,,34.0
84168,84168,13-D4,2,A,svm_0.02,False,0.7249350649350649,0.7272727272727273,0.7238648196648892,104 (53/51),55 (23/32),(20/35),1404,8,X,,,X,X,X,X,,X,X,,X,,,55.0
